time,description,camp
2026-06-05 11:00,"Norse Toast Brunch. Pillage your plate with golden planks of Norse toast, with fruit and syrupy plunder “Skål!” But beware, a sneaky Viking may get you with a moist ambush mid-feast! There will be goblets of golden bubbles to raise and guzzle like a berserker!",Neon Valhalla
2026-06-05 11:00,Phantasmagoria Opens!. Oscillation Station!,Phantasmagoria
2026-06-05 11:00,The Art of Feeling. Brain full? Nervous system buzzing? Turn down the mind and enter the Sensuary through breath and sensation.,Sensuary Camp
2026-06-05 11:00,"Cat Lenny in Space. Meet Cat Lenny: cosmic traveller, dimensional beast, certified good boy. Climb aboard and transcend this earthly plane. Capture photographic evidence as you ride eternally through space and time.",Sloplandia
2026-06-05 11:00,Cornhole. I am the great Cornholio. I need beanbags for my bunghole.,Sloplandia
2026-06-05 11:00,EMOtional. classic emo tunes and eyeliner,Sound Habitat
2026-06-05 11:00,"Manifestation Workshop. This will be a manifestation workshop where people manifest a workshop about manifestation, the manifestation of which is both the result of and is the workshop itself !",The Cottage
2026-06-05 11:00,Drumless Drum Circle. Bring anything BUT a ‘traditional’ instrument - and let’s jam,The Cottage
2026-06-05 11:00,Visual Entity. A projected light space walk.,Michael Maloney
2026-06-05 11:00,Guided Couple’s Massage. Join us in the Tantric Tavern for an RMT- guided couples massage. Take turns learning to relax and connect with your partner through touch.,Nauti Norse
2026-06-05 11:00,"MOISTeum Opening Brunch. Celebrate the grand opening of the MOISTseum! Admire the artistry, history, and talents of your fellow burners while enjoying brunch with the flock. Flap on over — just know you may leave a little damper than when you arrived.",The Really Lost Penguins Chill Cave
2026-06-05 11:11,"The Slushy Cats Chill Lounge. The Slushy Cats Chill Lounge - with a new flavor of slushy each day. come relax with us. art installations, luxury furniture, flower gardens, tanning beds, tables, misting fans with shade. Costumes & and array of lighting wizardry at night.",Slushy Cats
2026-06-05 11:11,Heartivism. Gathering to share new words and innovate more new words with possibility to make art currency and signs/ sigils for love based magic,Mother Tree
2026-06-05 11:23,The Great Reveal. Feast your eyes upon the Unearthly Spectacle and immerse yourself in the Collective Effervescence* of Interdimensional Wonder! *Collective Effervescence not guaranteed,Phantasmagoria
2026-06-05 11:30,"Immersion. Sound, Mind, Body with Dawn & Craig: A unique yoga & sound experience; a visceral journey through sound, movement & stillness. Flow, into Yin, ending with Yoga Nidra techniques & a deep Savasana, while Craig mixes electronic music, natural sounds, delta waves, & binaural beats live.",Jellyfish Longue
2026-06-05 11:30,"Mark Maclean - Psychospiritual Guide. Crossing The Threshold: A gentle threshold ritual to begin the festival. Through presence practices and light inner exploration, we’ll release what we’re carrying, set intentions, and open to what wants to emerge. Come as you are.",Main road
2026-06-05 11:30,"Plant Identification and Foraging Walk. Ever wanted to forage but scared of poisoning yourself? Or just want to know your plants better? Come explore the local flora on the trails and learn identification tricks and safe, ethical, legal foraging",NERRRRRDS
2026-06-05 11:45,Work it out. Come get in shape and sweaty for the fun workout group class. Bring a water bottle and your best fitness outfit and let’s get stronger together,Boobs & Berries
2026-06-05 12:00,Mimosas @ Bubbly Bar. Spin a wheel. Earn a mimosa. Win a prize!? Praise Gary.,Bubbly Bar
2026-06-05 12:00,On Being Bored. Professionally led boredom. Please do not meditate nor be mindful.,Camp Otherbo’r’d
2026-06-05 12:00,"Shield Painting/Stained Glass. (Probably) guided crafting workshop! Make a shield to defend yourself from adversaries, or a totally authentic (or paper) stained glass art piece to adorn your humble abode.",Camp Who Says Ni
2026-06-05 12:00,ellisdeejay: Get on the Good Foot. Somewhere between a dance and a daydream. Kick off your Otherworld with a soulful mix of funky house with a psychedelic twist.,Electric Circus
2026-06-05 12:00,Opening Ceremonial Shotgun. Grand opening of Disco Loco. Come celebrate our grand opening with a group shotgun. Byob & Byob opener,Disco Loco
2026-06-05 12:00,"Undershave Touchups and Lesbian Haircuts. Come get an undershave or your current one touched up. Or come by to dyke up your look with a new mullet or a rat tail. We don’t guarantee quality, but we do guarantee no one will think you’re straight after you see us.",Dyke Chilling Park
2026-06-05 12:00,Dyke Scavenger Hunt. Come take part in our dyke scavenger hunt from Friday until Sunday at 12pm. Scavenger hunt cards due back at 12pm on Sunday. There may even be a prize.,Dyke Chilling Park
2026-06-05 12:00,"Lemonade stand happy hour!. Your neighbourhood lemonade bar & lounge, serving up fabulously moist libations (boozy + non).",Luscious Lemon camp
2026-06-05 12:00,Biodegradable resin workshop. Come learn how to create a 100% compostable resin alternative,Garden of Eatin'
2026-06-05 12:00,"Lunar Moth Camp. Come chill in our Plounge Twinkle Tent, coze up with a quirky book, pull an oracle card, cuddle a squishmallow and prepare to have your senses gently delighted. Roving Moth Dance. Temporary Tattoo/ Adornment Station. Yoga Nidra Tent. Chill vibes.",Lunar Moth Camp
2026-06-05 12:00,Go Overboard!. Hold on to your all-inclusive-cruise-package and plunge overboard into another icy dimension with the Magical Mystery Cruise as we set sail for the (Ant) arctic. Lifeguards on duty 12:00 - 5:00pm daily.,Magical Mystery (Bus) Cruise
2026-06-05 12:00,"Gestate, Lounge and Rebirth. Immerse yourself in a uterine universe. Embibe amniotic pink drinks, strap on your umbilical cord, rejuvenate. Choose your rebirth style off our menu and be reborn via our glorious vagina slide! And so much more!",Living Womb Rebirthing Lounge @ Motherworld
2026-06-05 12:00,SMART Recovery Meeting at Recovery House. SMART Recovery meeting at Recovery House. Sobriety skills in triggering environments.,Recovery House
2026-06-05 12:00,"Vanilla Capitalism. Come and play Monopoly and discuss consolidating generational wealth. BYO stale, dusty Nilla wafers",Welcome to Arcadia
2026-06-05 12:00,"Bar, Compliments and Curios. Serving up drinks and kind words, while you peruse the shop of curious wonders. Plinko pays your bill!",Sky Hummingbird Curios & Com- pliments Bar
2026-06-05 12:00,Everyone’s Got a Butt. Get elbows deep and fist around at our S-L- U-T friendship anal bead bracelet making station.,Slut Camp
2026-06-05 12:00,Freak-Flag Raising Ceremony. Daily raising of our perverted flags to honour the sluts. Come pay your respects. Featuring our rage box - a designated place to write and store your rage.,Slut Camp
2026-06-05 12:00,Fun Bags. Love boobs? Come flap some fun bags around with our delightful boobie themed cornhole game!,Slut Camp
2026-06-05 12:00,"Free Foot Pics. Come take a look at our big and beautiful foot, but be careful, no free foot pics! Make sure to bring an offering to Big Dawg if you want to capture it.",Slut Camp
2026-06-05 12:00,Slut Altar. Come revere the slut within and leave a slutty confession,Slut Camp
2026-06-05 12:00,"100,000 Watts of Alan Watts. Plug into a journey of enlightenment as we present Alan Watts’ iconic lectures, digitally restored and faithfully presented on our powerhouse audio system, woven seamlessly with inspirational ambient music.",The Cottage
2026-06-05 12:00,"SoBAR at The Cottage. SoBar at The Cottage is your booze‑free oasis, serving artisanal mocktails and craft 0.0 brews from noon to late afternoon and nightly from 9 PM. No alcohol, no hangovers—just pure refreshment, bright vibes, and maximum memories all Otherworld long.",The Cottage
2026-06-05 12:00,Music - Live DJ's & Dancing. Some of the hottest artists around bringing you a smorgasbord of auditory delights to dance your hearts out,Chai Trance
2026-06-05 12:00,"The Low Bar Happy Hour. The one and only Low Bar pours open daily from 12–4. Spin the wheel, grab a drink, and enjoy the antics of our legendary bartenders.",The Low Bar
2026-06-05 12:00,"Turkish Coffee Service. Come have a delicious cup of Turkish Coffee and recieve a divinatory reading with your cup. Please arrive on time, this will be a closed container with a limit of 10 participants.",The Occult Library
2026-06-05 12:00,"Being Human Together. Connect More Deeply with Self & Other: Arrive on time and step in. We slow down to let what’s real emerge. Using grounded Authentic Relating practices, we will awaken curiosity, presence, empathy and sparkly human magic in this heart-centered workshop. Facilitated by Sheri Hauser",True Love Temple
2026-06-05 12:00,"Chai Lounge. Come in and let us serve you a cup of iced chai in our cozy, kinky chai lounge. We have dairy and vegan options.",Thirst Trap
2026-06-05 12:30,Origami. Origami crafts,Cozy Corner
2026-06-05 12:30,Astrology Cafe Workshop. Astrology is awesome. All the cool kids know. Come nerd out with us as we gaze upon the heavens above to find out what’s happening below. There’s a lot to make sense of in these crazy times. History doesn’t repeat itself but it sure does rhyme.,Steeped in Art
2026-06-05 12:30,"Wire Wrap Session. Come twist, tangle, and wire-wrap like you mean it. Wire wizards and newbies welcome - tips available! Dig thru our shiny hoard, or bring your own trinket, crystal, or fave weird object. Tools & wire provided, questionable technique encouraged.",Fix-it Station
2026-06-05 12:30,"Sacred Freaks: A Liberation Lab. An improvisational dance and embodiment workshop focused on self-expression, presence, and connection. With guided exercises, you’ll become more physically & relationally expressive — less about how it looks, more about what it feels like to be you!",Little Big
2026-06-05 12:30,"Dancin’ Dan will facilitate at Under The Mother Tree Main Space. Expressive Embodiment Shake Down!: Step out of the mind and into the body. Through playful movement, improvisational games, and connection with self and others, awaken creativity, presence, and authentic expression. Leave feeling alive, grounded, free, and connected.",Mother Tree
2026-06-05 12:30,Button IT!. Make your very own custom button to take with you or trade to remember Other World 2026.,Mother Tree
2026-06-05 12:30,"Ready Set Spa. Competitive relaxation! Teams of four compete a spa relay race to win the title of most relaxed. Think speed masks/ nail polish, mimosa chugging mayhem... maybe a cheeky wax?",Neon Valhalla
2026-06-05 13:00,"Come play mini golf. Immerse yourself in our iridescent glow in the dark forest where you play different size of mini golf holes (giant, medium, miniature), a wishing well, a plink- hole and a Confession-hole (a full size confessional where you can confess your sins get absolution)",Abrabrabra
2026-06-05 13:00,"Intro to Ropes with Fox!. Come learn safety and foundational ties like a single column tie and basic chest harness, variants for diverse bodies. No previous experience needed. Some rope available, or bring your own. Bring a buddy, meet a buddy, or tie yourself in knots!",Welcome to Arcadia
